"","City","State","MeanAnnual.Temperature","MeanAnnualPrecipitation","NetPrimaryProductivity","Elevation","Residence","NumberBedroooms"
"1585","Playa Vista","CA",16.55206422,24.44931193,1.220434586,35.27723312,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1586","San Diego","CA",16.81697248,22.42683486,1.389839487,103.6060028,"One-family house detached from any other house","2"
"1587","Oldsmar","FL",22.22989297,115.0124618,1.467443971,9.300343513,"One-family house detached from any other house","3"
"1590","South Boston","VA",14.30680428,90.14250765,2.022221387,130.8522186,"One-family house detached from any other house","5"
"1591","New Orleans","LA",20.69143731,126.1850917,2.336803457,1.11958468,"One-family house detached from any other house","4"
"1592","Tampa","FL",22.5954893,103.0805046,1.448705334,23.22707176,"One-family house detached from any other house","3"
"1593","Cary","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1594","Port Charlotte","FL",22.81444954,104.4943425,1.550916115,10.83112431,"One-family house detached from any other house","2"
"1596","Mount Desert","ME",6.625917431,93.48463303,2.259198961,38.98293686,"Duplex or two-family house (designed for two families)","1"
"1597","Laurel","MD",12.43012232,89.19495413,1.81817838,92.84095764,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"1598","Big Stone Gap","VA",12.25129969,90.31276758,2.285508783,598.8005371,"One-family house detached from any other house","3"
"1599","Watertown ","MA",9.388990826,94.63203364,1.966573293,52.88596344,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1600","Burlington","VT",6.708715596,74.17110092,1.360501207,70.81639099,"One-family house detached from any other house","3"
"1601","Madison","WI",7.432874618,66.84411315,1.038347971,284.4916687,"One-family house detached from any other house","3"
"1602","Lakeville","MN",7.233333333,59.23409786,0.919291337,284.1616516,"One-family house detached from any other house","4"
"1604"," Cary,  ","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1605","Plover","WI",6.042889908,65.02584098,1.255261963,314.6227722,"One-family house detached from any other house","4"
"1606","Charlottesville","VA",13.49181957,87.03302752,1.514006662,194.8988953,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"1608","st. petersburg","FL",22.52897554,113.0506116,1.467443971,4.501904964,"One-family house detached from any other house","4"
"1609","Boone","NC",11.02828746,96.86842508,1.903354024,948.1744385,"One-family house detached from any other house","4"
"1610","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"1611","Somerville","MA",9.388990826,94.63203364,NA,52.88596344,"One-family house detached from any other house","4"
"1612","Carmichael","CA",15.52576453,46.77752294,1.394950028,112.7744446,"One-family house detached from any other house","3"
"1613","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1614","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"1616","Sausalito","CA",13.36735474,74.6293578,1.87041945,176.9082031,"Boat, RV, van, etc","2"
"1617","Oxford","CT",10.10603976,98.2043578,2.060077225,109.4050751,"One-family house detached from any other house","5"
"1618","Springfield","OR",10.05114679,109.390367,2.636053908,431.8152771,"One-family house detached from any other house","3"
"1619","Springfield","MO",13.6440367,86.23493884,1.172736221,381.5116577,"One-family house detached from any other house","3"
"1620","San Francisco","CA",14.09617737,41.10183486,1.87041945,115.6696014,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1622","Downingtown","PA",10.14472477,96.19541284,1.691739853,149.9255524,"One-family house detached from any other house","4"
"1623","Melrose","MA",9.388990826,94.63203364,NA,52.88596344,"One-family house detached from any other house","5"
"1624","Portage","MI",9.557568807,76.51819572,1.080746513,251.7613831,"One-family house detached from any other house","3"
"1625","Charlotte","NC",16.00198777,93.89120795,1.739248934,201.6608276,"One-family house detached from any other house","4"
"1627","Washington","DC",14.01888379,87.26605505,1.81817838,64.78483582,"One-family house detached from any other house","3"
"1628","Albuquerque","NM",10.76146789,26.16360856,0.900931252,1708.676392,"One-family house detached from any other house","3"
"1630","Salt Lake City ","UT",6.855657492,47.03340979,0.75726832,1931.035034,"One-family house detached from any other house","2"
"1631","Benicia","CA",14.24908257,60.2470948,1.87041945,143.1794128,"One-family house detached from any other house","3"
"1633","Naperville","IL",9.353211009,74.33493884,NA,214.6983337,"One-family house detached from any other house","3"
"1634","Lebanon","PA",10.72668196,89.72438838,2.070487587,150.8216705,"One-family house detached from any other house","3"
"1635","Washington","DC",14.01888379,87.26605505,1.81817838,64.78483582,"High rise apartment (multiple units, with 5 or more stories)","2"
"1636","Chicago","IL",9.759174312,71.12874618,NA,193.5566711,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"1637","Carbondale","IL",13.80527523,91.26253823,1.076014537,141.5163879,"A mobile home","2"
"1638","South Milwaukee","WI",8.315978593,68.23753823,NA,189.9030609,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"1639","Chatfield ","MN",8.82148318,67.70863914,1.094942459,297.4002686,"One-family house detached from any other house","3"
"1640","Cincinnati","OH",11.8,81.8867737,1.217216843,239.0194397,"One-family house detached from any other house","4"
"1642","Wendell","NC",15.43333333,101.2742355,2.156420352,71.52583313,"One-family house detached from any other house","3"
"1643","new york","NY",11.81796636,92.61200306,2.213204125,23.8580265,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"1644","Wheeling","IL",9.173165138,70.7617737,NA,189.6425018,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
